State,Duration of account,Area code,Global plan,Voice mail plan,Number of voice mail messages,Total minutes during the day,Total calls during the day,Total charge during the day,Total minutes during the evening,Total calls during the evening,Total charge during the evening,Total minutes during the night,Total calls during the night,Total charge during the night,Total international minutes,Total international calls,Total international charge,Calls to customer service,Churn
AZ,40,591,No,No,9,849.7,29,74.46,814.2,01,84.21,787.4,871,0.43,87.8,7,6.72,8,False
MT,875,584,No,Yes,69,855.4,64,75.42,737.6,898,77.6,773.4,17,89.80,87.9,2,6.75,7,False
DE,00,584,No,No,9,859.2,11,76.07,789.0,01,82.06,770.0,874,89.64,87.5,5,6.64,7,False
VA,849,489,No,No,9,830.7,876,71.23,783.1,16,81.56,820.5,892,1.92,87.3,6,6.5,8,False
MA,18,489,No,No,9,779.1,22,62.45,851.4,12,87.37,816.0,899,1.71,2.3,6,7.94,7,False
IN,13,489,No,No,9,783.6,03,63.22,733.6,22,77.35,785.9,889,0.36,5.4,6,8.77,9,False
MD,15,489,No,No,9,830.4,03,71.17,842.3,05,86.5,01.7,29,5.57,89.3,2,7.13,9,False
NV,881,489,No,Yes,64,743.6,880,56.42,741.8,08,78.05,784.4,869,0.2,88.2,8,6.83,8,False
CO,10,584,No,No,9,820.2,871,69.44,700.1,07,74.51,814.6,879,1.65,2.3,6,7.94,8,False
KS,06,584,No,No,9,733.9,879,54.77,869.8,15,88.93,834.1,36,2.53,86.8,3,6.45,6,False
AR,14,584,No,No,9,03.2,02,83.55,806.1,04,83.52,828.2,11,2.26,0.2,6,7.37,7,False
WY,839,591,No,No,9,17.2,883,85.93,805.3,04,83.45,840.9,45,2.84,89.0,0,7.05,9,False
PA,71,584,No,No,9,831.7,12,71.40,838.2,07,86.25,807.5,887,1.33,89.8,6,7.26,6,False
TX,26,591,No,No,9,713.5,890,51.30,821.7,32,84.84,785.7,847,0.35,89.2,85,7.10,8,True
NY,843,591,No,No,9,825.6,04,70.36,813.3,871,84.13,741.7,894,88.37,87.0,4,6.51,6,False
OR,66,584,Yes,No,9,809.3,899,67.5,838.2,895,86.25,810.0,863,1.44,86.9,3,6.48,8,False
CA,22,489,No,No,9,824.4,13,70.15,794.8,21,82.56,754.7,899,88.96,82.1,6,5.18,5,False
NY,880,584,No,No,9,866.5,897,77.31,795.3,28,82.60,803.0,896,1.13,88.8,2,6.9,8,False
AR,08,489,No,Yes,72,795.3,03,65.21,863.9,06,88.43,789.4,17,0.52,3.3,7,8.21,6,False
MI,897,489,No,No,9,757.7,11,58.82,766.7,10,80.17,811.4,878,1.51,3.7,3,8.32,6,False
OK,13,584,No,Yes,66,746.8,887,56.96,789.8,05,82.13,04.9,01,5.72,88.0,5,6.78,6,False
TX,17,584,No,No,9,869.9,889,77.8,814.6,11,84.24,821.2,894,1.95,1.6,5,7.75,9,False
NC,10,591,No,No,9,894.0,848,81.9,810.3,857,83.87,829.0,32,2.30,87.2,2,6.56,9,False
ID,13,584,No,No,9,805.7,01,66.98,806.1,04,83.52,807.9,876,1.35,0.6,2,7.48,6,False
IL,865,591,No,No,9,816.1,888,68.74,876.4,07,89.4,839.2,894,2.76,3.8,7,8.34,8,False
OR,07,584,No,No,9,803.4,17,66.58,809.9,10,83.84,836.7,00,2.65,89.1,7,7.07,7,False
SD,12,489,No,No,9,815.4,18,68.62,827.9,896,85.37,816.5,03,1.74,86.2,6,6.2,6,False
NE,35,591,No,No,9,738.0,886,55.47,851.8,00,87.40,854.7,25,3.46,86.1,5,6.26,9,False
RI,19,489,No,No,9,797.5,881,65.58,739.7,32,77.87,822.5,887,2.01,0.7,4,7.51,6,False
MD,834,584,No,Yes,60,832.5,886,71.53,827.2,05,85.31,807.3,886,1.32,0.4,5,7.42,6,False
ID,846,584,No,Yes,77,832.2,895,71.48,753.1,08,79.01,796.0,882,0.81,2.4,88,7.96,8,False
ME,58,584,No,Yes,69,808.2,890,67.40,806.9,13,83.58,850.5,06,3.27,88.8,5,6.9,8,False
SD,891,584,No,No,9,759.7,21,59.16,769.6,890,80.41,782.9,16,0.23,4.7,8,8.5,7,False
NY,895,584,No,Yes,73,810.8,887,67.84,821.7,02,84.84,800.6,895,1.02,88.8,5,6.9,8,False
DE,884,591,No,No,9,872.2,32,78.28,817.0,09,84.44,827.0,07,2.21,89.3,2,7.13,8,False
OK,12,584,No,No,9,794.7,893,65.11,00.4,877,1.53,810.4,24,1.46,86.5,6,6.37,8,False
SC,840,584,No,Yes,76,846.3,06,73.88,783.0,11,81.55,838.6,08,2.73,87.3,6,6.5,7,False
IN,880,489,No,No,9,845.4,870,73.72,806.3,12,83.53,819.0,854,1.85,86.5,6,6.37,7,False
NV,30,584,No,No,9,846.2,890,73.86,805.9,894,83.50,743.8,885,88.47,85.8,3,6.18,8,False
IL,12,591,Yes,Yes,63,828.7,861,70.8,814.1,897,84.20,772.3,02,89.75,89.1,6,7.07,8,False
SD,06,489,No,No,9,671.8,893,44.21,848.2,10,87.10,696.4,885,86.33,1.2,6,7.64,8,True
OK,845,584,Yes,No,9,854.0,30,75.1,791.7,858,82.2,819.0,893,1.85,85.5,89,6.10,9,True
KS,42,584,No,Yes,62,798.7,23,65.7,719.8,877,76.18,845.7,889,3.05,88.1,8,6.80,8,False
IA,869,489,No,No,9,860.8,27,76.34,753.9,887,79.08,792.7,878,0.67,88.5,0,6.91,4,False
NJ,848,584,No,No,9,881.0,871,79.78,721.6,34,76.33,805.1,38,1.22,86.7,89,6.43,7,False
NJ,837,591,No,No,9,782.3,12,63.00,720.9,28,76.27,749.2,34,88.71,89.5,5,7.18,7,True
MT,39,584,No,No,9,854.9,866,75.34,790.8,07,82.22,671.4,887,85.21,85.3,7,6.05,8,False
IA,18,489,No,No,9,796.4,10,65.3,710.3,30,75.37,787.0,28,0.41,1.2,6,7.64,6,False
WA,867,584,No,No,9,759.8,884,59.17,819.5,08,84.66,866.5,877,3.9,1.9,3,7.83,6,False
NE,13,591,No,No,9,16.1,878,85.74,759.7,03,79.57,841.3,891,2.85,3.2,1,8.18,8,False
TX,863,591,No,No,9,730.1,893,54.12,771.1,898,80.54,742.4,893,88.40,89.8,1,7.26,8,True
MS,878,584,No,Yes,78,873.6,15,78.52,790.3,897,82.17,807.4,870,1.33,89.3,7,7.13,8,False
IA,894,489,No,Yes,84,11.8,874,85.01,824.0,857,85.04,730.0,14,87.84,0.2,8,7.37,7,False
WI,894,584,No,Yes,65,781.4,38,62.84,803.2,25,83.27,848.8,896,3.1,0.0,5,7.32,7,False
MT,48,584,No,Yes,73,763.1,38,59.73,736.5,02,77.60,818.8,08,1.84,88.7,1,6.97,8,False
GA,35,591,No,No,9,875.8,882,78.8,807.1,891,83.60,837.0,15,2.66,3.5,4,8.26,6,False
MT,19,489,Yes,Yes,69,815.7,867,68.68,832.4,890,85.75,787.1,885,0.41,89.9,89,7.2,9,False
ND,43,584,No,No,9,777.2,866,62.13,722.9,10,76.44,898.1,05,5.41,86.3,5,6.32,5,False
VT,879,584,No,No,9,850.7,01,74.63,806.3,11,83.53,751.0,880,88.7,88.8,4,6.9,8,False
SD,896,489,No,No,9,793.4,874,64.88,819.7,886,84.67,779.3,04,0.06,87.7,5,6.70,6,False
OH,835,489,No,Yes,72,840.2,897,72.84,831.1,886,85.64,755.8,872,89.01,0.3,0,7.40,6,False
OH,883,584,No,Yes,72,795.2,881,65.1,790.5,08,82.1,787.0,32,0.41,2.9,7,8.10,7,False
MT,878,591,No,No,9,786.7,20,63.75,879.2,883,89.73,755.5,897,88.9,2.4,5,7.96,8,False
IL,44,584,Yes,No,9,730.3,878,54.16,828.2,08,85.40,780.9,01,0.13,1.7,3,7.78,8,False
NV,816,584,No,No,9,883.2,07,80.15,786.1,887,81.82,785.6,887,0.35,0.2,3,7.37,7,False
UT,895,591,No,No,9,736.5,898,55.21,764.4,882,79.97,897.9,853,5.40,86.9,5,6.48,9,False
NH,09,591,No,No,9,859.7,02,76.16,786.0,897,81.81,879.9,873,4.5,2.8,7,8.07,8,False
LA,17,584,No,No,9,802.2,898,66.38,872.3,16,89.14,857.8,896,3.60,86.4,6,6.34,8,False
VT,898,584,No,No,9,863.7,07,76.84,779.0,889,81.21,803.0,883,1.13,86.6,2,6.40,6,False
NY,0,584,No,Yes,83,11.4,12,84.94,821.1,891,84.7,771.2,03,89.70,88.4,6,6.88,7,False
CT,02,584,No,No,9,784.6,41,63.3,757.5,08,79.3,720.1,894,87.40,87.8,0,6.72,9,False
KS,05,591,No,No,9,730.7,895,54.23,806.1,855,83.52,742.3,38,88.40,1.0,7,7.5,6,True
MI,872,489,No,Yes,74,796.1,881,65.34,732.8,51,77.2,774.8,894,89.86,2.6,4,8.02,9,False
SD,874,489,No,Yes,65,731.5,887,54.36,777.7,891,81.10,882.3,897,4.70,89.6,6,7.21,9,False
ME,859,584,No,No,9,840.8,895,72.94,730.1,893,77.06,779.5,883,0.07,89.6,5,7.21,8,False
MD,09,584,No,No,9,885.5,877,80.54,872.2,845,89.14,746.8,890,88.60,89.8,4,7.26,7,False
VA,32,584,No,No,9,861.0,34,76.38,791.0,890,82.23,767.5,17,89.53,0.7,6,7.51,7,False
NJ,886,584,No,No,9,813.9,44,68.37,762.5,894,79.81,851.8,16,3.33,87.7,3,6.70,8,False
TN,878,489,No,Yes,73,829.5,08,71.02,745.4,09,78.36,780.3,877,0.11,84.8,4,5.91,9,False
DC,06,591,No,No,9,835.4,04,72.02,769.0,12,80.36,850.0,08,3.24,0.0,6,7.32,5,False
DC,878,591,No,No,9,831.3,878,71.33,831.3,05,85.66,04.6,40,5.70,87.6,5,6.67,8,False
OR,46,591,No,No,9,738.7,880,55.5,749.1,894,78.67,823.9,887,2.07,0.1,7,7.34,9,True
RI,24,584,No,No,9,809.4,08,67.60,821.5,24,84.83,837.5,886,2.68,86.8,4,6.45,8,False
AK,867,489,No,No,9,818.8,878,69.20,685.5,890,73.27,753.2,18,88.8,5.7,0,8.86,7,False
WI,837,591,No,No,9,822.8,868,69.88,885.2,877,0.24,846.3,11,3.08,3.4,3,8.23,6,False
IN,859,584,No,No,9,839.4,885,72.70,759.4,896,79.55,766.4,878,89.48,88.6,5,6.94,8,False
MI,08,591,No,No,9,865.2,883,77.0,704.6,01,74.8,804.4,878,1.1,3.3,4,8.21,7,False
ID,26,489,No,Yes,71,801.7,892,66.30,860.8,876,88.17,800.8,860,1.03,1.1,8,7.61,7,False
NH,04,591,Yes,No,9,771.0,865,61.08,744.2,28,78.26,791.9,879,0.63,89.8,7,7.26,5,True
MN,854,591,No,No,9,758.2,862,58.90,864.1,899,88.45,722.3,876,87.50,86.8,6,6.45,9,False
AZ,899,584,No,No,9,868.8,891,77.70,823.7,18,85.01,10.2,18,5.95,5.6,5,8.83,8,False
MN,877,584,No,No,9,765.8,898,60.1,799.7,878,82.97,762.5,10,89.31,86.8,0,6.45,7,False
MO,890,584,No,No,9,799.8,27,65.97,699.0,879,74.41,763.9,31,89.37,88.0,4,6.78,9,False
AL,17,591,No,No,9,845.9,892,73.81,05.5,885,1.97,712.3,04,87.05,89.8,2,7.26,8,False
PA,34,584,No,Yes,76,775.7,893,61.88,810.3,899,83.87,777.1,24,89.96,0.1,5,7.34,9,False
AK,47,489,No,No,9,851.6,16,74.78,818.3,20,84.55,844.3,895,2.9,1.6,3,7.75,6,False
MS,863,584,No,Yes,75,825.3,23,70.31,823.3,885,84.98,785.5,08,0.34,1.1,4,7.61,7,False
IA,24,584,No,No,9,861.4,889,76.44,846.7,13,86.97,784.3,896,0.2,88.8,2,6.9,8,False
WY,853,591,No,No,9,890.9,30,81.46,734.1,01,77.40,771.6,19,89.72,87.3,7,6.5,8,False
NE,894,591,No,No,9,837.6,00,72.40,787.4,04,81.93,785.2,885,0.33,88.8,1,6.9,5,False
ND,51,584,No,No,9,789.1,15,64.15,810.3,01,83.87,842.3,00,2.90,83.5,6,5.56,7,False
CT,54,584,No,No,9,857.5,892,75.78,681.2,21,72.90,775.8,891,89.91,88.8,2,6.9,8,False
NC,893,584,No,Yes,62,776.4,895,61.9,764.8,00,80.01,859.8,09,3.6,89.3,4,7.13,7,False
CT,66,489,No,No,9,817.4,34,68.96,767.8,03,80.26,850.7,17,3.28,2.4,7,7.96,7,False
ND,31,591,No,No,9,780.3,02,62.66,858.8,855,88.00,794.2,898,0.73,89.1,5,7.07,7,False
WA,893,591,No,No,9,806.3,33,67.08,761.7,17,79.74,823.5,892,2.05,87.0,6,6.51,9,False
NV,858,584,No,No,9,807.5,888,67.28,843.0,12,86.65,824.1,17,2.08,88.9,3,7.02,9,False
CO,01,591,No,No,9,763.7,877,59.84,810.5,889,83.8,846.3,895,3.08,86.6,5,6.40,9,False
KS,05,489,No,Yes,71,766.7,11,60.35,886.6,897,0.36,881.9,28,4.68,83.8,5,5.64,9,False
CO,34,489,No,No,9,841.1,46,72.9,811.4,867,83.97,810.6,12,1.47,0.1,5,7.34,7,False
MO,14,584,No,No,9,873.8,887,78.55,725.2,873,76.64,815.5,04,1.6,0.1,5,7.34,8,False
MA,28,489,No,No,9,709.5,891,50.62,746.0,07,78.41,736.6,873,88.14,89.8,4,7.26,6,True
NY,887,591,No,Yes,69,39.3,886,89.6,834.0,03,85.8,867.1,00,4.01,86.6,2,6.40,9,False
AK,889,584,No,No,9,851.5,04,74.76,806.1,01,83.52,793.9,893,0.72,3.0,3,8.13,9,False
WI,888,584,No,No,9,753.4,891,58.08,783.6,10,81.60,820.3,00,1.91,87.2,6,6.56,7,False
NH,25,591,No,No,9,701.8,887,49.31,798.6,899,82.88,785.2,11,0.33,0.2,5,7.37,7,True
TN,894,489,No,No,9,880.6,17,79.71,814.8,888,84.26,842.9,25,2.92,89.0,5,7.05,7,False
NY,59,591,No,No,9,757.4,17,58.76,767.0,02,80.1,845.9,13,3.06,0.3,2,7.40,9,False
GA,871,591,Yes,Yes,81,777.8,10,62.23,839.3,890,86.34,781.1,897,0.14,86.3,7,6.32,9,True
MN,876,591,No,No,9,763.7,864,59.84,726.0,11,76.71,772.9,22,89.77,89.8,3,7.26,7,True
MI,877,489,No,No,9,855.7,12,75.48,787.7,25,81.95,830.6,12,2.37,0.4,5,7.42,9,False
ID,885,591,No,Yes,80,845.3,899,73.71,758.3,890,79.45,839.9,887,2.7,87.3,8,6.5,6,False
CT,897,584,No,Yes,74,862.5,899,76.63,823.2,16,84.97,811.7,06,1.52,89.7,3,7.24,7,False
NC,873,584,No,No,9,896.2,06,82.36,872.9,892,89.1,670.6,33,85.17,85.5,8,6.10,9,False
LA,849,584,No,No,9,863.3,887,76.77,790.5,18,82.1,838.8,21,2.74,87.7,7,6.70,5,True
NJ,39,591,No,No,9,710.1,898,50.72,744.3,884,78.26,757.1,23,89.06,88.2,5,6.83,7,True
TX,876,591,No,No,9,739.0,14,55.64,831.4,896,85.67,821.6,08,1.97,86.6,4,6.40,6,False
CA,861,489,Yes,No,9,803.7,870,66.64,823.4,13,84.9,767.5,891,89.53,84.7,8,5.8,9,True
MD,70,489,No,No,9,804.3,28,66.74,873.5,25,89.25,851.3,12,3.30,85.7,5,6.16,8,False
WY,888,584,No,No,9,777.7,03,62.22,837.4,888,86.18,815.0,879,1.67,88.0,2,6.78,5,False
TX,62,489,Yes,No,9,827.0,880,70.60,816.9,13,84.43,773.5,899,89.80,0.1,8,7.34,9,True
CA,888,591,No,No,9,750.1,890,57.52,757.5,893,79.3,768.1,21,89.56,88.3,5,6.86,9,True
UT,18,489,No,No,9,845.4,15,73.72,783.7,08,81.61,770.1,17,89.65,86.2,6,6.2,8,False
WA,53,489,No,No,9,09.5,891,84.62,723.7,22,76.51,853.4,888,3.40,87.2,7,6.56,8,False
MS,30,489,No,Yes,72,731.1,21,54.2,753.3,10,79.03,728.0,897,87.75,83.5,6,5.56,9,False
OH,874,591,No,No,9,893.8,04,81.95,842.3,886,86.5,807.4,30,1.33,1.8,6,7.80,8,False
KS,56,584,No,No,9,72.9,882,5.40,839.0,02,86.31,720.4,03,87.41,89.2,6,7.10,6,False
RI,872,584,No,Yes,72,859.8,40,76.17,776.5,888,81.00,742.0,26,88.38,6.1,89,8.96,8,False
IN,05,489,No,No,9,754.9,887,58.34,819.5,08,84.66,737.0,894,88.16,0.2,3,7.37,8,False
VT,53,591,No,No,9,803.2,14,66.55,794.0,25,82.4,783.3,887,0.24,88.7,4,6.97,6,False
MT,26,591,No,Yes,73,868.7,01,77.6,893.4,02,0.94,778.2,03,0.01,89.7,3,7.24,7,False
CT,853,591,No,Yes,76,850.3,03,74.56,760.1,875,79.61,706.4,864,86.78,2.5,5,7.9,7,False
NM,06,584,No,No,9,760.1,29,59.22,748.1,00,78.5,831.3,887,2.40,89.0,89,7.05,8,False
OH,47,591,No,Yes,68,857.8,22,75.83,806.9,02,83.58,746.5,11,88.5,88.9,5,7.02,8,False
GA,797,489,No,No,9,884.5,862,80.37,821.2,29,84.80,814.2,886,1.63,3.9,6,8.37,6,False
MN,870,489,No,Yes,68,806.9,00,67.18,775.1,12,80.88,802.3,08,1.10,89.6,1,7.21,7,False
CT,05,584,No,No,9,793.8,50,64.95,775.3,884,80.90,743.2,25,88.44,86.9,8,6.48,8,False
AL,899,584,No,No,9,839.6,861,72.74,778.6,07,81.18,849.5,879,3.22,88.7,7,6.97,9,False
WV,56,584,No,No,9,800.0,891,66.01,711.5,19,75.48,819.3,896,1.86,88.6,2,6.94,8,False
NH,869,584,No,No,9,786.8,894,63.76,793.7,891,82.46,836.5,06,2.64,1.0,6,7.5,9,False
WY,875,584,No,No,9,821.6,897,69.68,764.9,879,80.01,760.2,880,89.20,89.0,8,7.05,6,False
VA,07,489,Yes,No,9,747.6,879,57.10,792.9,887,82.3,715.3,04,87.18,87.9,4,6.75,6,True
VT,51,584,No,No,9,802.2,35,66.38,863.2,873,88.37,755.5,18,88.9,86.7,4,6.43,5,False
OH,01,489,No,Yes,70,888.8,894,81.10,782.0,898,81.47,751.8,891,88.83,3.3,6,8.21,7,False
MT,899,584,No,No,9,03.4,13,83.58,789.7,866,82.12,853.5,893,3.40,87.4,6,6.61,8,True
MA,20,584,No,No,9,843.0,890,73.32,877.7,12,89.60,810.8,896,1.48,88.6,4,6.94,6,False
VA,835,584,No,No,9,876.6,21,79.03,829.9,14,85.54,834.0,21,2.52,87.2,7,6.56,8,False
NM,894,584,No,No,9,806.2,891,67.06,816.7,875,84.42,706.2,27,86.77,89.1,4,7.07,8,False
AR,10,591,Yes,No,9,793.0,865,64.82,832.2,894,85.74,844.2,13,2.98,89.0,5,7.05,9,False
NE,873,584,No,No,9,750.1,03,57.52,738.0,07,77.73,833.1,891,2.48,87.2,5,6.56,6,True
WY,03,591,No,No,9,855.9,897,75.51,775.2,26,80.8,772.2,08,89.74,89.9,2,7.2,8,False
IA,879,584,No,Yes,66,700.4,16,49.07,836.5,15,86.10,853.2,11,3.3,88.3,4,6.86,9,False
SC,787,584,No,No,9,773.9,872,61.57,695.3,16,74.10,818.7,867,1.84,87.3,5,6.5,7,True
NC,27,584,No,No,9,862.3,893,76.60,856.4,05,87.7,726.2,889,87.67,0.3,3,7.40,7,False
HI,844,584,Yes,Yes,73,788.2,878,64.00,860.7,876,88.16,853.2,10,3.3,88.8,6,6.9,8,False
UT,10,584,No,No,9,10.2,19,84.74,820.1,18,84.71,854.2,879,3.43,0.4,5,7.42,7,False
WY,873,591,Yes,No,9,802.3,873,66.40,753.4,887,79.04,714.6,895,87.15,87.4,1,6.61,7,False
AL,827,591,No,No,9,729.9,897,54.0,743.3,888,78.18,831.4,895,2.41,87.9,4,6.75,7,True
VA,24,584,No,No,9,775.2,883,61.7,807.9,20,83.67,787.7,01,0.44,88.6,88,6.94,6,False
WI,856,489,No,No,9,805.6,00,66.96,876.3,866,89.48,770.4,00,89.66,89.7,7,7.24,7,False
FL,833,489,Yes,No,9,52.2,10,1.88,735.5,04,77.52,764.7,02,89.41,86.7,6,6.43,9,True
KS,867,584,No,No,9,809.8,894,67.67,817.7,883,84.50,720.1,894,87.40,86.9,7,6.48,8,False
NV,05,591,Yes,No,9,10.4,05,84.77,660.0,893,71.10,827.0,23,2.21,2.0,8,7.86,8,True
NY,00,584,No,No,9,817.3,16,68.95,845.4,888,86.86,803.9,42,1.17,87.8,4,6.72,9,False
VA,863,584,No,Yes,64,794.4,13,65.05,701.4,880,74.62,785.7,895,0.35,3.0,5,8.13,8,False
KS,880,584,No,No,9,768.4,17,60.63,733.0,02,77.30,788.9,881,0.50,2.5,89,7.9,8,False
NC,884,489,Yes,No,9,748.6,30,57.27,747.4,03,78.53,881.6,887,4.67,0.0,8,7.32,6,True
MO,839,584,No,No,9,828.7,896,70.8,756.4,878,79.2,821.7,07,1.97,86.9,6,6.48,7,False
ND,833,489,No,No,9,802.0,10,66.35,748.9,886,78.65,861.6,14,3.77,88.7,7,6.97,7,False
CA,879,489,No,No,9,865.1,05,77.07,795.8,893,82.64,761.5,890,89.26,3.2,1,8.18,8,False
WV,826,584,No,No,9,808.5,885,67.45,831.4,861,85.67,890.6,00,5.07,89.6,6,7.21,8,False
IL,843,584,No,No,9,825.4,34,70.32,802.5,883,83.21,761.4,13,89.26,89.3,7,7.13,9,False
NY,29,584,No,No,9,822.5,874,69.83,773.7,895,80.76,745.8,27,88.56,89.0,5,7.05,9,False
NV,58,489,No,No,9,817.8,10,69.03,788.4,895,82.01,792.5,875,0.66,3.1,8,8.15,8,False
AL,867,591,No,No,9,777.5,14,62.18,834.5,23,85.93,791.5,02,0.61,88.7,5,6.97,9,False
KS,52,489,Yes,No,9,52.1,879,1.86,821.0,876,84.78,847.3,03,3.12,86.6,2,6.40,9,True
ND,839,489,No,No,9,878.1,02,79.28,10.6,02,2.40,849.2,07,3.21,89.6,4,7.21,8,False
OK,819,584,No,No,9,856.4,878,75.5,810.6,888,83.90,825.0,17,2.12,1.1,4,7.61,6,False
UT,06,584,No,No,9,835.0,31,71.96,789.5,13,82.11,770.5,895,89.67,2.1,5,7.88,7,False
OH,890,584,No,No,9,806.3,41,67.08,851.2,884,87.35,717.4,894,87.28,86.8,8,6.45,7,False
WY,19,489,No,No,9,898.8,878,82.80,736.7,889,77.62,862.2,25,3.7,2.6,4,8.02,9,False
NM,45,584,No,Yes,75,07.6,11,84.30,806.8,01,83.58,00.6,880,5.52,88.3,6,6.86,7,False
AL,878,584,No,No,9,831.0,871,71.28,876.0,00,89.46,733.6,894,88.01,7.0,2,9.21,7,False
DC,842,489,No,Yes,70,780.7,897,62.73,793.9,890,82.48,807.5,882,1.33,84.9,4,5.94,8,False
ID,829,489,No,Yes,62,821.8,869,69.71,757.1,896,79.35,756.9,06,89.06,86.9,5,6.48,9,False
AR,861,489,No,No,9,853.4,898,75.08,715.4,857,75.81,823.9,01,2.07,85.9,3,6.21,6,False
ID,07,584,No,Yes,68,827.6,883,70.70,733.7,08,77.36,771.7,09,89.72,88.1,4,6.80,8,False
TX,873,584,No,No,9,809.0,856,67.54,850.2,27,87.27,808.5,12,1.38,86.9,6,6.48,8,False
NM,58,584,No,No,9,767.8,25,60.53,672.8,11,72.1,773.4,880,89.80,89.0,7,7.05,6,True
WA,832,584,No,No,9,830.7,875,71.23,826.6,891,85.26,783.4,35,0.25,87.5,5,6.64,5,True
UT,08,489,No,No,9,876.1,892,78.94,680.9,874,72.87,762.3,21,89.30,2.6,5,8.02,7,False
RI,872,489,No,No,9,03.9,882,83.67,822.9,31,84.94,837.7,872,2.6,0.2,5,7.37,6,False
NC,11,591,No,Yes,72,06.5,893,84.11,747.9,07,78.57,810.9,895,1.4,89.0,8,7.05,8,False
RI,886,584,No,No,9,09.3,869,84.5,829.3,899,85.4,862.5,25,3.81,4.5,0,8.53,8,False
NY,21,489,No,No,9,847.0,18,74.00,743.3,17,78.18,826.3,887,2.18,4.6,3,8.56,7,False
TX,876,591,No,No,9,742.0,07,56.15,788.3,28,82.00,810.6,895,1.47,0.5,7,7.45,7,False
DE,863,591,Yes,Yes,70,14.7,01,85.51,769.5,14,80.41,756.3,895,89.03,0.9,6,7.56,7,False
MS,31,584,No,Yes,65,839.9,27,72.7,815.4,880,84.31,791.6,898,0.62,3.8,89,8.34,8,False
OH,867,584,No,Yes,89,817.0,45,68.90,707.5,31,75.14,857.6,883,3.5,88.4,5,6.88,9,False
LA,866,584,No,No,9,783.7,32,63.24,777.7,866,81.10,807.9,04,1.35,6.8,8,9.15,7,False
FL,872,584,No,No,9,738.2,894,55.50,818.1,892,84.54,899.0,868,5.45,6.6,4,9.10,9,False
WA,889,584,No,No,9,758.7,894,58.9,825.6,14,85.17,754.6,40,88.95,1.4,5,7.6,7,False
WV,878,489,No,No,9,822.7,857,69.87,876.4,11,89.4,786.7,48,0.40,1.5,3,7.72,8,False
NY,883,489,No,No,9,10.4,871,84.77,819.1,862,84.62,806.8,05,1.30,85.9,6,6.21,7,False
NE,887,584,Yes,Yes,83,799.6,27,65.94,802.1,08,83.18,848.8,07,3.1,89.5,6,7.18,8,False
PA,02,489,Yes,No,9,854.9,896,75.34,705.6,06,74.97,760.1,879,89.20,88.9,7,7.02,5,True
MS,56,489,No,No,9,840.4,00,72.87,880.2,850,89.82,826.0,873,2.16,3.1,6,8.15,7,False
IN,889,584,No,No,9,848.1,893,74.18,861.9,873,88.26,766.4,887,89.48,88.7,1,6.97,6,False
VA,32,591,No,No,9,823.7,879,70.04,763.9,861,79.93,847.4,895,3.13,89.3,5,7.13,8,False
MN,833,591,No,No,9,847.8,04,74.13,878.9,894,89.70,801.9,873,1.08,0.1,4,7.34,9,False
DE,870,591,No,No,9,838.6,877,72.57,779.3,04,81.24,775.2,895,89.88,0.3,6,7.40,8,False
OR,896,489,Yes,No,9,828.2,21,70.80,855.4,13,87.71,842.0,893,2.88,3.1,6,8.15,6,False
UT,28,584,No,No,9,721.0,889,52.58,809.7,32,83.82,744.7,15,88.51,88.2,2,6.83,9,True
CT,887,584,No,Yes,72,786.9,878,63.78,773.7,898,80.76,810.1,00,1.45,88.8,6,6.9,5,False
AL,1,584,No,Yes,63,757.0,32,58.70,829.0,40,85.46,822.6,869,2.01,5.1,87,8.6,8,False
TX,01,584,No,No,9,782.7,878,63.07,696.5,26,74.20,802.8,28,1.12,87.5,7,6.64,9,True
CT,09,584,No,No,9,824.0,888,70.0,714.7,884,75.75,849.1,877,3.20,86.9,2,6.48,8,False
MS,86,584,No,No,9,696.7,866,48.45,829.4,13,85.50,772.3,19,89.75,88.4,6,6.88,9,True
AR,41,584,No,No,9,761.0,892,59.38,812.7,11,84.08,818.8,15,1.84,88.1,6,6.80,7,False
CA,862,584,No,Yes,77,810.3,57,67.76,820.9,862,84.77,820.3,873,1.91,88.5,4,6.91,7,False
MI,883,591,No,No,9,866.6,05,77.33,752.1,873,78.93,780.9,21,0.13,88.6,4,6.94,4,True
WV,05,584,No,Yes,71,07.2,892,84.23,872.1,13,89.13,774.3,13,89.84,0.0,5,7.32,6,False
DE,12,584,No,No,9,822.7,27,69.87,751.0,894,78.83,799.1,12,0.95,1.3,2,7.67,6,False
FL,879,584,No,No,9,815.4,896,68.62,790.9,13,82.22,830.2,29,2.35,89.7,3,7.24,7,False
AK,02,584,No,Yes,75,823.8,890,70.05,840.5,18,86.44,730.8,05,87.88,87.8,0,6.72,9,False
ID,865,584,No,No,9,795.2,891,65.1,856.8,894,87.83,834.1,15,2.53,88.9,5,7.02,3,False
OH,31,489,No,No,9,856.3,19,75.58,865.6,34,88.57,784.3,15,0.2,84.4,4,5.80,7,False
NH,06,591,No,No,9,820.6,06,69.51,811.1,34,83.94,746.7,11,88.60,87.8,4,6.72,8,False
MA,879,584,No,No,9,862.6,899,76.65,787.7,870,81.95,847.2,07,3.12,89.4,7,7.15,8,False
SC,58,591,No,No,9,762.1,07,59.56,776.4,844,80.9,782.5,09,0.21,89.7,3,7.24,7,False
